,mood,title,tags,artist_name
73891,dance,Sisterwind,"['concentration music', 'soundtrack', 'study music', 'relaxing music', 'pc iii', 'royalty free music', 'free music downloads', 'ambient electronic', 'ambient', 'creative commons attribution license', 'ad astra', 'pipe choir']",P C III
73892,dance,The Water of Fire (Or) Singing to the Sea,"['concentration music', 'soundtrack', 'study music', 'relaxing music', 'pc iii', 'royalty free music', 'free music downloads', 'ambient electronic', 'ambient', 'creative commons attribution license', 'ad astra', 'pipe choir']",P C III
73893,dance,Dunewander,"['concentration music', 'soundtrack', 'study music', 'relaxing music', 'pc iii', 'royalty free music', 'free music downloads', 'ambient electronic', 'ambient', 'creative commons attribution license', 'ad astra', 'pipe choir']",P C III
73958,happy,Mike Who Is Diary?,"['camden', 'dream pop', 'rew', 'milwaukee', 'decibully', 'death cab for cutie', 'shoegaze', 'eric osterman', 'braid', 'eric magill', 'reel time canvas', 'grand theft autumn', 'emo', 'ryan e weber', 'the promise ring', 'chris walla']",Camden
73959,happy,Is Our Face Red,"['camden', 'dream pop', 'rew', 'milwaukee', 'decibully', 'death cab for cutie', 'shoegaze', 'eric osterman', 'braid', 'eric magill', 'reel time canvas', 'grand theft autumn', 'emo', 'ryan e weber', 'the promise ring', 'chris walla']",Camden
73960,happy,You Seem Capable,"['camden', 'dream pop', 'rew', 'milwaukee', 'decibully', 'death cab for cutie', 'shoegaze', 'eric osterman', 'braid', 'eric magill', 'reel time canvas', 'grand theft autumn', 'emo', 'ryan e weber', 'the promise ring', 'chris walla']",Camden
73961,happy,Of Course I'd Try To Save You,"['camden', 'dream pop', 'rew', 'milwaukee', 'decibully', 'death cab for cutie', 'shoegaze', 'eric osterman', 'braid', 'eric magill', 'reel time canvas', 'grand theft autumn', 'emo', 'ryan e weber', 'the promise ring', 'chris walla']",Camden
73962,happy,"The Sacred 70's, The Aching 80's (And Where We Were)","['camden', 'dream pop', 'rew', 'milwaukee', 'decibully', 'death cab for cutie', 'shoegaze', 'eric osterman', 'braid', 'eric magill', 'reel time canvas', 'grand theft autumn', 'emo', 'ryan e weber', 'the promise ring', 'chris walla']",Camden
73963,happy,How To Make America Proud,"['camden', 'dream pop', 'rew', 'milwaukee', 'decibully', 'death cab for cutie', 'shoegaze', 'eric osterman', 'braid', 'eric magill', 'reel time canvas', 'grand theft autumn', 'emo', 'ryan e weber', 'the promise ring', 'chris walla']",Camden
73964,happy,Not Without Your Blessing,"['camden', 'dream pop', 'rew', 'milwaukee', 'decibully', 'death cab for cutie', 'shoegaze', 'eric osterman', 'braid', 'eric magill', 'reel time canvas', 'grand theft autumn', 'emo', 'ryan e weber', 'the promise ring', 'chris walla']",Camden
73965,happy,"A 'c' OK, But A 'd'?","['camden', 'dream pop', 'rew', 'milwaukee', 'decibully', 'death cab for cutie', 'shoegaze', 'eric osterman', 'braid', 'eric magill', 'reel time canvas', 'grand theft autumn', 'emo', 'ryan e weber', 'the promise ring', 'chris walla']",Camden
73966,happy,Just Like Moscow Winter,"['camden', 'dream pop', 'rew', 'milwaukee', 'decibully', 'death cab for cutie', 'shoegaze', 'eric osterman', 'braid', 'eric magill', 'reel time canvas', 'grand theft autumn', 'emo', 'ryan e weber', 'the promise ring', 'chris walla']",Camden
73967,happy,"Darling, Applaud","['camden', 'dream pop', 'rew', 'milwaukee', 'decibully', 'death cab for cutie', 'shoegaze', 'eric osterman', 'braid', 'eric magill', 'reel time canvas', 'grand theft autumn', 'emo', 'ryan e weber', 'the promise ring', 'chris walla']",Camden
73986,dance,Bug,"['dance music', 'idm', 'ethnic', 'electronic', 'braindance', 'eg111111']",EG111111
73987,dance,Full Turn,"['dance music', 'idm', 'ethnic', 'electronic', 'braindance', 'eg111111']",EG111111
73988,dance,Kalinka,"['dance music', 'idm', 'ethnic', 'electronic', 'braindance', 'eg111111']",EG111111
73989,dance,P25,"['dance music', 'idm', 'ethnic', 'electronic', 'braindance', 'eg111111']",EG111111
74047,in-love,Aego,"['dark', 'ambient']",Serakhe0n
74048,in-love,Cavn,"['dark', 'ambient']",Serakhe0n
74049,in-love,Manh,"['dark', 'ambient']",Serakhe0n
74050,in-love,Niag,"['dark', 'ambient']",Serakhe0n
74051,in-love,Regn,"['dark', 'ambient']",Serakhe0n
74052,in-love,Red,"['dark', 'ambient']",Serakhe0n
74053,in-love,Green,"['dark', 'ambient']",Serakhe0n
74095,dance,To Our Yes,"['concentration music', 'soundtrack', 'study music', 'relaxing music', 'pc iii', 'royalty free music', 'free music downloads', 'ambient electronic', 'ambient', 'creative commons attribution license', 'ad astra', 'pipe choir']",P C III
74523,angry,Snowflakes Falling Down,"['singer-songwriter', 'simon panrucker', 'christmas', 'alt pop', 'holiday', 'comedy']",Simon Panrucker
74524,angry,Everyone Is Sleeping,"['singer-songwriter', 'simon panrucker', 'christmas', 'alt pop', 'holiday', 'comedy']",Simon Panrucker
74525,angry,"Happy Christmas, You Guys!","['singer-songwriter', 'simon panrucker', 'christmas', 'alt pop', 'holiday', 'comedy']",Simon Panrucker
74526,angry,Leave My Nuts Alone,"['singer-songwriter', 'simon panrucker', 'christmas', 'alt pop', 'holiday', 'comedy']",Simon Panrucker
74527,angry,Stacks Of Stuff,"['singer-songwriter', 'simon panrucker', 'christmas', 'alt pop', 'holiday', 'comedy']",Simon Panrucker
74528,angry,"Christmas Time, I Love You","['singer-songwriter', 'simon panrucker', 'christmas', 'alt pop', 'holiday', 'comedy']",Simon Panrucker
74529,angry,SIDE A,"['london', 'punk jazz', 'improvised music', 'free jazz', 'experimental rock', 'punk', 'jamband']",Improvisi
74530,angry,SIDE B,"['london', 'punk jazz', 'improvised music', 'free jazz', 'experimental rock', 'punk', 'jamband']",Improvisi
74699,angry,Counting Sundays,"['alternative rock', 'metal', 'alternative', 'post grunge']",Pyrn
74700,angry,Bow Down,"['alternative rock', 'metal', 'alternative', 'post grunge']",Pyrn
74701,angry,Flyout,"['alternative rock', 'metal', 'alternative', 'post grunge']",Pyrn
74702,angry,Thankful (outro),"['alternative rock', 'metal', 'alternative', 'post grunge']",Pyrn
74800,dance,gotta lay cool,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74801,dance,overlever,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74802,dance,rip-off (zonder vocalen),"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74803,dance,100x,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74804,dance,takkerbeat-b,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74805,dance,monotonedelay,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74806,dance,master control,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74807,dance,thots,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74808,dance,distretssed,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74809,dance,vollenhaper,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74810,dance,acidbeat,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74811,dance,psycho mantis beatloop,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74812,dance,E.C-b,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74813,dance,hemel,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74814,dance,boom-boom-tak,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74815,dance,meindboggeling,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74816,dance,hitdat,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74817,dance,skriemer,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74818,dance,probably very high,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74819,dance,hammerheaded,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74820,dance,86jam,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74821,dance,snel weekend beatje,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74822,dance,djemmetje,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74823,dance,hummer-dub,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74824,dance,Baybema,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74825,dance,hndrx-lp,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74826,dance,E.C,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74827,dance,Stupid improv.,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74828,dance,beat7894980432,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74829,dance,telefoon anders,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74830,dance,drugdealastyle-c,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74831,dance,rufferoni,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74832,dance,cliploop,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74833,dance,drugdealastyle-b,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74834,dance,Quinzy roels,"['glitchhop', 'electronica', 'instrumentals', 'breakbeat', 'drum and bass', 'jungle', 'hiphop', 'hiphop instrumentals', 'glitch experimental electronic']",Richard Jonas
74919,angry,Whoa,['field recordings'],KL Sealegs
74920,angry,Dingo,['field recordings'],KL Sealegs
74921,angry,Train,['field recordings'],KL Sealegs
74922,angry,Niagara,['field recordings'],KL Sealegs
74923,angry,Moss,['field recordings'],KL Sealegs
74924,angry,Time Tells You,['field recordings'],KL Sealegs
74925,angry,Free Yogurt (edit),['field recordings'],KL Sealegs
75325,happy,Instructions,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",FMA Overlords
75371,happy,Fleeting Pint-Sized Quicky,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Jared C. Balogh
75372,happy,popoly,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Chuck
75374,happy,beans,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Big Fresh
75375,happy,Son Of A Systems Engineer,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Keshco
75380,happy,New Rock (microSong),"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Steve Combs
75381,happy,Modernism (microSong),"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Steve Combs
75382,happy,Could Be Worse (microSong),"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Steve Combs
75383,happy,Zero (microSong),"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Steve Combs
75384,happy,Kill Kill Kill,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Steve Combs
75385,happy,Regretz,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Steve Combs
75386,happy,Awake,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Jorge Mario Zuleta
75404,happy,Baked,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Jorge Mario Zuleta
75437,happy,rzzmtzz,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",U Can Unlearn Guitar
75462,happy,Intruder,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",getoffloops
75463,happy,Unsavory,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",getoffloops
75464,happy,Climb,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",getoffloops
75465,happy,Sun Kiss,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",getoffloops
75484,happy,Chasing After / Being Chased,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Vad Degtiar
75608,happy,The Fall of the Village of the Infinitesimal Forest at the Hands of the Royal Aggressor [An Epic in Seven Parts],"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Room 34
75621,happy,Ophævelse af fortrængninger og genoprettelse af perversioner (Lifting of Repressions and Restoration of Perversions),"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Thomas Kyhn Rovsing Hjørnet
75622,happy,Mens pølsen koger (While the Sausage Is Cooking),"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Thomas Kyhn Rovsing Hjørnet
75628,happy,M100,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",simon_mathewson
75629,happy,That Shouldn't Be Any Concern of Yours,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",simon_mathewson
75641,happy,Croissant,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Jorge Mario Zuleta
75643,in-love,An Unearthly Child,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75644,dance,Clover,['tracks to sync'],Little Glass Men
75645,dance,Dream Blaze,['tracks to sync'],Little Glass Men
75646,dance,Your Pulse,['tracks to sync'],Little Glass Men
75647,dance,Spontaneous Existence,['tracks to sync'],Little Glass Men
75650,in-love,The Dead Planet,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75651,in-love,The Edge of Destruction,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75652,in-love,The Bride of Sacrifice,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75654,in-love,The Screaming Jungle,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75655,happy,Næringskatastrofe (Nourishment Catastrophe),"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Thomas Kyhn Rovsing Hjørnet
75656,happy,Epiphany,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Ellennerv
75657,happy,Gynäkologischer Phantasien,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Thomas Kyhn Rovsing Hjørnet
75658,in-love,Strangers In Space,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75659,in-love,Guests of Madame Guillotine,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75660,in-love,Planet of Giants,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75661,in-love,The Waking Ally,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75662,in-love,Desperate Measures,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75663,in-love,Crater of Needles,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75664,in-love,All Roads Lead to Rome,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75665,in-love,The Knight of Jaffa,"['experimental', 'beacon', 'improv', 'noise', 'cinematic', 'soundscapes']",Fearless Super Pictures
75666,in-love,The Dimensions of Time,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75667,in-love,The Death of Time,"['experimental', 'beacon', 'improv', 'soundscapes', 'cinematic', 'noise']",Fearless Super Pictures
75668,in-love,"The Watcher, pt. 2","['instrumental', 'experimental', 'cinematic', 'noise', 'beacon', 'improv', 'soundscape']",Fearless Super Pictures
75669,in-love,"The Watcher, pt. 1","['experimental', 'cinematic', 'noise', 'beacon', 'improv', 'soundscape']",Fearless Super Pictures
75670,happy,"If Adam and Eve Never Existed, Where Did Original Sin Come from?","['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Thomas Kyhn Rovsing Hjørnet
75672,happy,Clyde the Formidable Cat,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Greg Reinfeld
75683,happy,The Flourish Béton,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Jaan Patterson
75720,in-love,Four Hundred Dawns,"['experimental', 'beacon', 'soundscapes', 'improv', 'cinematic', 'noise']",Fearless Super Pictures
75721,happy,Dejeuner,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Jorge Mario Zuleta
75740,happy,Pung,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Nick Fraelich
75741,happy,Is Sublimation Always Incomplete?,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Thomas Kyhn Rovsing Hjørnet
75743,happy,The Future of Music,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75744,happy,Get the Gist,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75745,happy,Silent Gazz,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75746,happy,Hey There,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75747,happy,Crow on a Tombstone,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75748,happy,Kalabana,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75749,happy,ASMR,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75750,happy,Wormhole Gazz,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75751,happy,Dream Sequence,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75752,happy,Face of the Clock,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75753,happy,Empty Parkade,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75754,happy,Frantic Gazz,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75755,happy,The Cellist Who Had Fish For Lunch,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75756,happy,Punk's Not Dead It Just Smells Funny,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75757,happy,Castle of Recycled Kings,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75758,happy,EVP,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75759,happy,Crack In The Glass That Lets The Cold Air In,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75760,happy,Summers Playing Pinball,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75761,happy,Nobody Likes a Wet Towel,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75762,happy,Wando,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75763,happy,Sun Over Frost,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Lee Rosevere
75765,happy,888 pt.8,"['interiors c1964', 'existential', 'hardcore-punk', 'pop-punk', 'punk-rock', 'internet boyfriend', 'rew starr', 'public domain', 'creative commons', 'microsong challenge']",Pezhed
