video_title,video_id,moods,labeled
e s c p – In Love [Chill Electro] from Royalty Free Planet™,QeQrF8lnDD8,HAPPY,f
Eva – I Blink / She's Gone [Synthwave] from Royalty Free Planet™,O1mij7072eM,HAPPY,f
Nihilore – Sparkwood & 21 [Synthwave] from Royalty Free Planet™,MoIKphPkt8c,HAPPY,f
Kevin MacLeod - Quirky Dog l Royalty Free Music l YouTube Free Audio Library,LTCuATnxnU4,HAPPY,f
IMMORTAL - EDM - NO COPYRIGHT MUSIC (Free Download),LS8nNso_snw,HAPPY,f
Lamprey – Tired [Progressive Rock] from Royalty Free Planet™,KRhSzwVlkao,HAPPY,f
No Copyright Christmas Music No Copyright Songs (Part 1 ),JXjQO0UixxM,HAPPY,f
Nightstop – Harrison Ford [Synthwave] from Royalty Free Planet™,Iij7U6eE5lo,HAPPY,f
Myuu – Bravery [Cinematic] from Royalty Free Planet™,IHeDkj5OmgA,HAPPY,f
Grim Nights –  Genesis Haze [Chiptune] from Royalty Free Planet™,HsIZAvfkfkU,HAPPY,f
Pipe Choir – Through The Storm [Psych Rock] from Royalty Free Planet™,HHn4PMbcif8,HAPPY,f
Spektrem - Shine [No copyright music] +Download,Erfu1HA8sMY,HAPPY,f
"inspiration (Corporate Music, No Copyright Music, Royalty Free, agency presentation)",Eexrc0tKDx4,HAPPY,f
Monplaisir – Be a Good Punk [Indie Rock] from Royalty Free Planet™,ERA1mD1YKwg,HAPPY,f
Snow Falling Animation | 4K |With Royalty Free Snowy Night Background Music - 1,2d3vBG8VfiM,HAPPY,f
Aye Zindagi - New RElaxing Song | Sonu Nigam | New Nocopyright Songs Hindi - New Song 2019,02Nc2-eF0eE,HAPPY,f
Infraction   Fashion Music Background Music  Royalty Free Music   No Copyright music,BhvhAH0fe8E,HAPPY,
Infraction   Future Bass  Background Music Royalty Free Music No Copyright music1,TE29PU77qNw,HAPPY,
Infraction   Trap Is  Background Music Royalty Free Music No Copyright music1,49em_8H2hvE,HAPPY,
Find My Way Home / Otis McDonald / Length 01:31 / Royalty Free Music / Youtube Free Audio Library,AYEgirqST6w,HAPPY,
(EDM Background Music) LiQWYD - Heartbeat (No Copyright Music),6ddMLOQDxEU,HAPPY,
Infraction   Epic Cinema Music  Background Music Royalty Free Music No Copyright music,3hVp3fk214g,HAPPY,
Infraction   Fashion Music Background Music Royalty Free Music No Copyright music,BrGEjcjQhes,HAPPY,
(Chill Background Music) Mona Wonderlick - New Day (No Copyright Music),Wgzv_fu3Tsg,HAPPY,
Ukulele - Bensound | Musik Backsound Video | No Copyright Music | Background Video Keren,HkBNrnZI6QE,HAPPY,
video background music No Copyright (A Free Sounds)22,QblSOjxVpXc,HAPPY,
Memory_Rain video background music No Copyright (A Free Sounds)20,1YNutoCf8yI,HAPPY,
(Deep House) Kazura - My Way (No Copyright Music),Zj-M38nGGUQ,HAPPY,
[Royalty Free Music] LiQWYD — Morning,z9ZwC37BNvg,CONFIDENT-SASSY,t
(House Background Music) Iaan - Without You (No Copyright Music),83Njf-tewP8,HAPPY,
Granite (Royalty Free music),yFezEydXD3s,CHILL,t
Sleep Movies – Orange Dream [Indie Rock] from Royalty Free Planet™,vRP9aLFrZSk,HAPPY,t
Vexento Spark (Arakel Fun No Copyright  Music),u4fxkZkbVRI,HAPPY,t
Fumu Himu – Lasers and Phasers [Synthwave] from Royalty Free Planet™,sby9ApsPFwM,CONFIDENT-SASSY,t
Towards New Horizons by Keys of Moon Music [Non Copyrighted Music & Sounds],rTHxL0VDM4g,CONFIDENT-SASSY,t
[Ukulele] Lux-Inspira - Happy Autumn (No Copyright Music),rRAvFtCnCp0,HAPPY,t
AIRGLOW – New Touch [Synthwave] from Royalty Free Planet™,r_Q15eu03z8,IN-LOVE,t
Decepticons – Dreamland [Electro Rock] from Royalty Free Planet™,o70_E7oq0pE,ANGRY,t
(Chill Background Music) Nekzlo - Family (No Copyright Music),nLmkgGCleO0,CHILL,t
AIRGLOW – Electrifying Landscape [Synthwave] from Royalty Free Planet™,iBaolZZ-ZoI,CHILL,t
No copyright background music for YouTube | music for Vlog,mQcZN2WF6kk,HAPPY,t
No Copyright Music ♫ MBB - BEACH ♫  FREE MUSIC ARMY,lDvSLeR_hL0,HAPPY,t
DRW – Programmer [House] from Royalty Free Planet™,l3vEtwBRGPE,CHILL,t
No copyright sound [ncs] dj music in avee player full bass mix,l201O5HI9yc,HAPPY,t
Butchers - video background music No Copyright (A Free Sounds)3,kuviTahqZ3c,CHILL,t
No Copyright Music - Alive   Creative Commons Music  ¡Download for your video! Free Music -Few Feed,k_T2c2MskVg,HAPPY,t
Infraction   Fashion Indie Royalty Free Music No Copyright music1,hQVwOyHC-w0,HAPPY,t
video background music No Copyright (A Free Sounds)26,gxRpJpasjSU,CHILL,t
Wave of Death – Route of Dream [Synthwave] from Royalty Free Planet™,emlYHdQEVvU,CHILL,t
[No Copyright Music] Good For You - THBD,cov-DYhuRNc,HAPPY,t
[No Copyright Free Music Sounds] Official trailer,cfQ9oVuTecA,CHILL,t
Broke For Free – Nothing Like Captain Crunch [Hip Hop] from Royalty Free Planet™,cbqRlB4vRww,CHILL,t
[No Copyright Free Music] Big Dreamer CHILL,b4Cr_mMmTD0,CHILL,t
Eva – The End [Synthwave] from Royalty Free Planet™,zmynVSBSLI0,CHILL,t
[No Copyright Music] Holiday Party - Ramol (Original) | Best Instrumental Electronic Music,F2bNE0NAtn4,HAPPY,
(Chill Background Music) LiQWYD - Horizon (No Copyright Music),Z92VMXz3XH4,HAPPY,
Moco   Chimney Tonight Prod by Eli the Profit No Copyright,Ngz4MsV42qA,HAPPY,
Infraction   Sport Beat  Background Music Royalty Free Music No Copyright music1,8J2FbDAk280,HAPPY,
Happy Fun-Royalty free Music -2019,VaIYkWCNAL0,HAPPY,
(Chill Background Music) Scott Buckley - Childhood (No Copyright Music),JrXCly2iT1M,HAPPY,
[Royalty Free Music] Savfk - Music ━ The Impossible,4Bmjbmf1mnY,HAPPY,
[Royalty Free Music] LAKEY INSPIRED — In My Clouds,DIemiwbIhfI,HAPPY,
Wildlife Cinematic Background Music by Jonny Easton (No Copyright Music),DRCpd6ClkbI,HAPPY,
Summer's Tides - Oshóva - No Copyright Music [52Hertz Soul],6upVfNuS2Y0,HAPPY,
No Copyright Romantic Wedding Music | Cinematic Piano,J40MatYaSsM,HAPPY,
"Megan Thee Stallion ""Money Good"" Instrumental Prod. by Dices *FREE DL*",MYxLPBiFtYM,HAPPY,
"Chance the Rapper ""Groceries"" ft Tisakorean Instrumental Prod. by Dices *FREE DL*",AUD_Jirw3tg,HAPPY,
"Nicki Minaj ""Good Form"" Instrumental Prod. by Dices *FREE DL*",HY_TAh7Dlcc,HAPPY,
(No Copyright) Corporate Ambient Background Music For Videos & Presentations - by AShamaluevMusic,Xwg1T5sefck,HAPPY,
The BEST Tropical House of 2019 PARTY MIX (No Copyright Music),S4UK2dQwS9U,HAPPY,
No Copyright Cinematic Chill Music | Mother Nature (FREE DOWNLOAD),H7Pw3GCtJ7Q,HAPPY,
Kygo Style Tropical House - No Copyright Music,FYhvjI_3IRw,HAPPY,
(No Copyright) Serious Documentary Background Music For YouTube Videos - by AShamaluevMusic,1x9xVwpWo7k,HAPPY,
(No Copyright) Cinematic Piano Background Music For YouTube Videos - by AShamaluevMusic,6Sq5Y2HzF1c,HAPPY,
No Copyright Electro Gaming Music | Zayfall - Spirituality (FREE DOWNLOAD),-TJSnyBXZ88,HAPPY,
(No Copyright) Inspiring Acoustic Background Music For Videos - by AShamaluevMusic,TmmECEhDalo,HAPPY,
"Harmonica and Guitar, Copyright Free music [LÖHSTANA DAVID - Grand canyon] [CCFM Music]",OWlHx9gbT14,HAPPY,
(No Copyright) Optimistic & Uplifting Background Music For YouTube Videos - by AShamaluevMusic,6_kEY28avkI,HAPPY,
(No Copyright) Epic Motivational and Cinematic Inspirational Background Music - by AShamaluevMusic,FM57HsyMMnc,HAPPY,
"Megan Thee Stallion ""Realer"" Instrumental Prod. by Dices *FREE DL*",Nuvw5Zb2hfA,HAPPY,
"Offset ""Red Room"" Instrumental Prod. by Dices *FREE DL*",aY0aCzT-g3Y,HAPPY,
"Schoolboy Q ""Floating"" ft. 21 Savage Instrumental Prod. by Dices *FREE DL*",MI7gP5QyhIg,HAPPY,
"J. Cole ""Middle Child"" Instrumental Prod. by Dices *FREE DL* (Kanye Diss)",S82JDZo3TQk,HAPPY,
"Logic ""Wannabe"" Instrumental Prod. by Dices *FREE DL*",W-sBILrOlBk,HAPPY,
"Ariana Grande ""Needy"" Instrumental Prod. by Dices *FREE DL*",TZuef467teM,HAPPY,
[Chill Background Music] LiQWYD - Roads (No Copyright Music),Vbx0kf294ps,HAPPY,
"Young Nudy ""Shotta"" ft. Megan Thee Stallion Instrumental Prod. by Dices *FREE DL*",6lNyBuqNmYU,HAPPY,
"Future ""Rocket Ship"" Instrumental Prod. by Dices *FREE DL*",CUsUgYavQSM,HAPPY,
"Logic ""Homicide"" ft. Eminem Instrumental Prod. by Dices *FREE DL*",QDgpcgo2dtw,HAPPY,
"Russ ""Aint Going Back"" Instrumental Prod. by Dices *FREE DL*",yZqTzMwHn6U,CHILL,t
No copyright background music for videos,vIG03Vk8U6c,HAPPY,t
No Copyright Future Bass Music | Chris Lehman - Flash,wVBqU7FZGqY,HAPPY,t
"Lil Uzi Vert ""Thats A Rack"" Instrumental Prod. by Dices *FREE DL*",ww3dL0-sVc4,CONFIDENT-SASSY,t
"Flavor (EDM Music, No Copyright Music, Royalty Free, Advertising music)",wse-gkkKxmU,HAPPY,t
[No Copyright Music] Technology Corporate - Ramol (Original) | Corporate Background Music,tI1fYxK-aBA,CHILL,t
"Blac Youngsta ""Cut Up"" Instrumental Prod. by Dices *FREE DL*",syPkYmek2pw,CONFIDENT-SASSY,t
"J. Cole ""ATM"" Instrumental Prod. by Dices *FREE DL*",oYNk6wHy3ds,CHILL,t
[Royalty Free Music] Ikson — Paradise,sNHZYFlnOSQ,HAPPY,t
(No Copyright) Cinematic Orchestral Background Music For Videos & Films - by AShamaluevMusic,pHsHRSo78yQ,IN-LOVE,t
No Copyright Cinematic Romantic Music | Dream (Free Download),pCfVGF6Lndc,IN-LOVE,t
Free Epic Cinematic Music - No Copyright - Free Download,obkNNxlPUIg,CONFIDENT-SASSY,t
[Chill Background Music] Nekzlo - Alive (No Copyright Music),ryt1Fdw6kHQ,HAPPY,t
"Marshmallow, Tyga & Chris Brown ""Light it Up"" Instrumental Prod. by Dices *FREE DL*",rpuTGZZhlTc,CONFIDENT-SASSY,t
Infraction - Last Summer Party Infraction - Fashion Indie (Royalty Free Music) (No Copyright music),rWlSdXMRfV0,HAPPY,t
"DJ Khaled ""You Stay"" ft. Meek Mill & Jeremih Instrumental Prod. by Dices *FREE DL*",pwKngJirpPI,CONFIDENT-SASSY,t
(Chill Background Music) LiQWYD - L'amour (No Copyright Music),mzplbn80_1g,HAPPY,t
(No Copyright) Emotional Cello and Piano Background Music For Videos & Films - by AShamaluevMusic,mrE7-j7XOSw,SAD,t
Piano Ambient - (No Copyright) Inspirational Background Music For Videos - by AShamaluevMusic,m7bdbGHkHvM,IN-LOVE,t
video background music No Copyright (A Free Sounds)24,l4tHwQZWPXM,CONFIDENT-SASSY,t
"Lil Uzi Vert ""Free Uzi"" Instrumental Prod. by Dices *FREE DL*",hSyc8HxHL_0,HAPPY,t
No Copyright Music (Royalty Free) Progressive House Mix - Perfect for YouTube Videos,hOW6XHvcjG8,HAPPY,t
(No Copyright) Romantic and Cinematic Background Music For YouTube Videos - by AShamaluevMusic,h45gVQ_FjD4,IN-LOVE,t
Music4Driving ❙❘ 6ix9ine - BEBE Ft. Anuel AA | No Copyright Music (Remix),eTd7lgd3d4U,HAPPY,t
NCS Music no copyright music download link discretion,dkxuseMdszA,HAPPY,t
Music Competition - [No Copyright Music] Happy and Joyful Children - Free Music,cRLusuRoZTU,HAPPY,t
(FREE DOWNLOAD) Timelapse - Royalty Free / No Copyright Music,cMaPGUwbZ64,HAPPY,t
My Harley Gets A Twist - royalty free rock n roll - no copyright vintage music,br5Uc5cV58g,HAPPY,t
"NO COPYRIGHT LIL PUMP TYPE BEAT, FREE YOUTUBE VIDEO BACKGROUND MUSIC X METRO BOOMIN X RAP TRAP BEAT",DS8-WsKGByA,HAPPY,
Moyan & Aitor Blond - We Take Flight (Abstrax Remix),4hNrUMJxNEE,HAPPY,
"Royalty Free Beats — ""Benz"" [Free Download]",7XTcZlllTuc,HAPPY,
Cuphead HD Gameplay  - No Copyright Gameplay (60 FPS),aQzoWEECJzE,HAPPY,
"Hip Hop, Rap & R&B #25 (Instrumental) Copyright/Royalty Free Music | CkircMusic21",Dh11k2MeP48,HAPPY,
[No Copyright Music] Chillhop - Chill Hip-Hop Beat (Copyright Free) Music: Lakey Inspired,TOaYvcPj8sQ,HAPPY,
"Free Untagged Tee Grizzley Type Beat - ""Hot Drip""",114YlKN8Wfk,HAPPY,
Royalty Free Rich The Kid type beat - Royalty Free Rap Beat - Free Rich The Kid type beat,QEM5i6g-X4E,HAPPY,
Free Post Malone Type Beat | Tell | JD97,VZkSQlW8Bik,HAPPY,
"""FREE"" (HARD) Travis Scott x Drake Type Beat - ""Anosmia"" | Instrumental 2019  | Prod. Choppa Beatz",PwVbHXL7sYc,HAPPY,
"2019 ""Flying Unicorn"" - #Smooth Trap Hip Hop #Beat Chill #Instrumental (Prod. A i T C H)",PWRdskXziF0,HAPPY,
♨️ ROYALTY FREE RAP BEAT #001 | Hip Hop Beat,-UWP11k6QDs,HAPPY,
Royalty Free Jay Cole Type Beat | P.M.,FqVb49eGzeM,HAPPY,
"""Corner"" Best Dark Trap Beat Horror Instrumental Music | fampiyush",J-7PO_HK4O4,HAPPY,
Infraction   Energetic Hip Hop  Background Music Royalty Free Music No Copyright music,GrjepKVkelQ,HAPPY,
Rise of The Empress - Asuka CONCEPT THEME - @GrizzlyFOG,ZZQ1hE8-Wj4,HAPPY,
8ball and MJG Smooth 90s Flow Beat prod. Grabbeats,WykBnq5fZS0,HAPPY,
[FREE] Tee Grizzley Type Beat - Beast,ZMOnMxeSWUo,HAPPY,
T-Mass - Who Am I | No Copyright Music,O21BWoOzgTo,HAPPY,
MNC Music No Copyright MNC,Sp0T4a3fXlc,HAPPY,
Trap Beat Instrumental 2019 | Hard Lit Dope Trap Type Beats | Future bass | Free DL,7LU76CBqqQ0,HAPPY,
xKidgfx - Haylie's Song [Prod by. xKidgfx] FREE Pop Music For Monetize,BXUbQkghrhE,HAPPY,
TRow - Ultraviolet (acoustic version) [Awesome Royalty Free Guitar Music],2v_NHxCck8s,HAPPY,
"Logic Drake Type Beat - ""Change The World"" | Free 2018 | Rap/Trap Instrumental",9qzm6CcRELg,HAPPY,
MineStudio - Moment,-LvPorHy1UQ,HAPPY,
"DJ Khaled ""Wish Wish"" ft. Cardi B & 21 Savage Instrumental Prod. by Dices *FREE DL*",Ht9Qr2AuinU,HAPPY,
Dice - Bando Freestyle #OMH (Music Video) | @MixtapeMadness,1X0q_CKYfqs,HAPPY,
"Migos ""100 Bands"" ft. 21 Savage, YG & Meek Mill Instrumental Prod. by Dices *FREE DL*",Dq03um_z51I,HAPPY,
Bad Bunny X Prince Royce X J Balvin - Sensualidad | No Copyright Music,Ir94gX7Vpg8,HAPPY,
Growtopia Giveaway & Free Pinata,CWx5aMvrKoI,HAPPY,
Loyalty Freak Music - Coexistenz [Royalty Free Music],XjOpxtWUFik,HAPPY,
Night Out - LiQWYD [AL_NCR],R3eU31GgF4U,HAPPY,
SUPREMEKATI - HARD BODY,PDN-u0OZ3_o,HAPPY,
Lil Pump Type Beat - SHARP - (COPYRIGHT FREE MUSIC) - 2018,0XZpj2fMqpc,HAPPY,
"[TYPE BEATS] ""Slightly Faded"" 🐻 (SMOOTH) Rap Type Beat | Trap Instrumental 2019 | Grizzly Beatz",IWeHq23J90o,HAPPY,
"[TYPE BEATS] ""Ether""🐻 Hard (Inspiring) Club Rap Beat | Trap Hip Hop Instrumental 2019|Grizzly Beatz",EqobDE3DYAc,HAPPY,
"[TYPE BEATS] ""Half Baked""🐻 (Smooth) Type Beats For Sale | 2019 Hip Hop Instrumental | Grizzly Beatz",Xs_EWcz5rrI,HAPPY,
"[TYPE BEATS] ""Silence""🐻 (Smooth) Type Beat For Sale | 2019 Rap Hip Hop | Grizzly Beatz",T-ageDkD6r4,HAPPY,
"[TYPE BEATS] ""Downers""🐻 (Hard) Type Beats For Sale | 2019 Royalty Free Hip Hop | Grizzly Beatz",KvsvstQgrow,HAPPY,
"[TYPE BEATS] ""Close To You""🐻 (Type Beat) For Sale | 2019 Instrumental Rap Hip Hop | Grizzly Beatz",SxYclM7in6I,HAPPY,
"[FREE TYPE BEAT] Smooth Soulful J  Cole x Mac Miller Type Beat ""Soul"" | Grizzly Beatz",3v7siykg11w,HAPPY,
"[TYPE BEATS] ""Limitless""🐻 (SMOOTH) Type Beats For Sale | 2019 Royalty Free Hip Hop | Grizzly Beatz",GYB4eAfneO0,HAPPY,
"[TYPE BEATS] ""No Gravity""🐻 Hard (Inspiring) Rap Type Beat | Hip Hop Instrumental 2019|Grizzly Beatz",C4X8FeRktCg,HAPPY,
"[FREE TYPE BEAT] *Must Hear* Smooth J  Cole x Mac Miller Type Beat ""D.O.A"" | Soulful Type Beat",-HhWFknWQ9Q,HAPPY,
New Happy Hip Hop Beat Orchestral Rap Instrumental Free Download Beat,NMkDx_o8Lkg,HAPPY,
Free Beat Hip Hop WP Javanese Crunk _ Creative Commons,UUHSNkS-6vg,HAPPY,
"[FREE TYPE BEAT] Hard Gunna x Lil Baby Type Beat ""Astronaut"" | Trap Instrumental",v4Awbds1s1M,CHILL,t
Abedz - Oizys,wiGYf3vcMH4,CONFIDENT-SASSY,t
"""SYSTEM"" Free Trap Hip Hop Beat (No Copyright)",syRS6wqYyXI,CHILL,t
Grapes – I Dunno [Hip Hop] from Royalty Free Planet™,okUpDYjFu6M,CHILL,t
Normal Rap Beat - (no copyright),s9Pd3t-oX1E,CHILL,t
"[TYPE BEATS] ""NES""🐻 (SMOOTH) Rap Type Beats For Sale | 2019 Chill Trap/Hip Hop | Grizzly Beatz",rjGBP3OiJhQ,CHILL,t
"[FREE TYPE BEAT] *Must Hear* Hard Lil Baby x Gunna Type Beat ""Legends"" | Trap Instrumental",rDs_38qJGtg,CHILL,t
♨️ ROYALTY FREE RAP BEAT #007 | Hip Hop Beat,q44pmFOjYhg,CHILL,t
"""OXIDIZ"" Chill Type Beat | FREE BEAT / INSTRUMENTAL | Trap R&B",p_nQO8vZTPI,CHILL,t
Hip Hop Beats Free  Rap Instrumentals Freestyle  Type Beats Instrumental,k-7l4ftG2TU,CHILL,t
That Kinda Night - K-E-Z,jEI_hWU5_vA,CHILL,t
"(FREE) "" CREEPY "" Hard Trap Beat Intrumental [By NDM Prod]",h0aRxv3aqlA,ANGRY,t
♨️ ROYALTY FREE RAP BEAT #003 | Hip Hop Beat,gtnl_WHY_P0,CHILL,t
"Hip Hop, Rap & R&B #12 (Instrumental) Copyright/Royalty Free Music | CkircMusic21",gg-O93dKQFU,CHILL,t
"""NOTHING""  Free Trap Bass Hip Hop Beat (No Copyright)",fgZq3CcsPVc,CHILL,t
♨️ ROYALTY FREE RAP BEAT #005 | Hip Hop Beat,epN0Y6MFksY,CHILL,t
Footprint - Hip Hop Background Music No Copyright [Free Background Music],cOAQicIFTlw,HAPPY,t
Breaking Free (Official Lyric Video),cI0bM8jW4Lk,CONFIDENT-SASSY,t
"Logic ""Confessions of a Dangerous Mind"" Instrumental Prod. by Dices *FREE DL*",bLtA6hDXdZ0,CHILL,t
[FREE] Currensy x Jetlife Type Beat - Sun Rise [Prod. by Scott Sauce],TdQVhKKstSs,HAPPY,
"Yo Gotti x Ace Hood (Type Beat) ""No Negotiations"" 🤝🚫 | Prod. Flame'Camp",C0u4e4Lu_7I,HAPPY,
• FREE • BABY MAMA | Drake ft. Logic x A$AP Rocky Type Beat  (Prod. Muzz),VjytKbvA4Jc,HAPPY,
"(FREE) Dave East x Drake -""Nightmares""- Mellow Soulful Type Beat 2017",Xxy6UUgOrSo,HAPPY,
Future - I.C.W.N.T INSTRUMENTAL,0iofjdqRNAE,HAPPY,
"[FREE] DRAKE x TRIPPIE REDD TYPE BEAT ""Medicine""",X6JwFeJ41Wc,HAPPY,
[FREE]FUTURE MASK OFF TYPE BEAT|TYPE BEAT 2017|NON-PROFIT|RAP INSTRUMENTAL 2017,6vfIJe5GUGw,HAPPY,
"CHILL TYPE BEAT ""UNWIND"" - GUITAR TYPE BEAT",OrXgg4DkgQY,HAPPY,
"Future Gucci Mane Type Beat 2016 ""Potion "" | Prod. By MichaelsProductions1",DW5vbf-6L_k,HAPPY,
"(FREE) ""Trust"" | Ab-Soul Type Beat | Dark Trip-Hop Instrumental | ThePlanBeats",KKJvjlewlBY,HAPPY,
"[FREE] Rich The Kid Type Beat - ""Ritz Carlton"" ft. Famous Dex | Rap/Trap Instrumental 2018",Wdj6w8UFTp4,HAPPY,
Young N Fly  -  Mojo Jojo,7DJ-Mp-nXLE,HAPPY,
"*Deep* Bryson Tiller Type Beat 2016 ""Raise To The Top "" | Prod. By MichaelsProductions1",LsW3Fs5JZiI,HAPPY,
"*Listen* SchoolBoy Q Type Beat 2017 ""Vices "" | Prod. By MichaelsProductions1",8JU_oT6tC1g,HAPPY,
"[FREE] Kyle x Lil Yachty ft. Kodak Black Type Beat 2018 ""Superduper"" | Skidot",1y7QtkeWoxw,HAPPY,
"[FREE] Travis Scott x Migos Type Beat 2018 - ""Anxiety"" | Free Type Beat | Rap/Trap Instrumental 2018",1Kc8HLxsAjE,HAPPY,
[Free] Seiffa - Flux (Trap beat),62DoFhdU7K4,HAPPY,
"""Choppa"" Future x Yung Bans Type Beat [Prod. M10 x KAMI] SUPERFLY",Xf6vWVVAuTk,HAPPY,
Meek Mill Type Beat -PALOMAFORD- [Prod. By DucerOBeatz] 2017,NxuLiYdt58U,HAPPY,
"""GHOST"" (Prod. B.EaZYbeats) - Beat Sounds Like Big Sean",YTv1cxrmUeI,HAPPY,
Lil Uzi Vert - Dirty Diana [Extended V3 Snippet],8zPGNV5htzA,HAPPY,
Lil Uzi Vert - Neck On Froze [Extended Snippet],S2PEW0bwsSE,HAPPY,
(T) Zippo - hola mamá,1CdtGJU0yns,HAPPY,
"Future x Meek Mill x Drake x 21 Savage x Young Thug Type Beat 2017 - ""Kanye"" | Young Forever Beats",IhfofQWlgs4,HAPPY,
Egzod - Mirage (feat. Leo The Kind) | No Copyright Music,2JxuWgz9Zoc,HAPPY,
Stahl - Pushed Down (feat. Caroline) | No Copyright Music,BAUoAgQQY_Y,HAPPY,
Cadmium - Melody (feat. Jon Becker) | No Copyright Music,1OYXVQiyCvY,HAPPY,
Prismo - Stronger (Raiko Remix) | No Copyright Music,TRgyinsi7Sw,HAPPY,
Far Out - Apex | No Copyright Music,NROtq7oa_Uw,HAPPY,
Diamond Eyes - Stars | No Copyright Music,ao8PFQaA8lM,HAPPY,
Warriyo & Laura Brehm - Mortals | No Copyright Music,VngYa_MfRvo,HAPPY,
NEFFEX - Torn Apart | No Copyright Music,aX2Xg5ubitI,HAPPY,
Jansku - Space | No Copyright Music,JPlAKvkAxd4,HAPPY,
Arensky & Joan Ember - Weakness (feat. Harley Bird) | No Copyright Music,-cYS6-_SGTw,HAPPY,
Far Out  - Chains (feat. Alina Renae) | No Copyright Music,-J6pkJy6Fys,HAPPY,
Ryan Little - Samurai | No Copyright Music,0d3E_rolbco,HAPPY,
Ryan Little - Samurai | No Copyright Music,NqWBCyvI1_U,HAPPY,
Dread Pitt - Reckless (ft. C) | No Copyright Music,Dzw-QQKNcNo,HAPPY,
SpongeBob - I NEED IT (Goblins from Mars Remix) | No Copyright Music,BFrVEgqXTck,HAPPY,
Ascence - Rules | No Copyright Music,-M9QFH9Vu80,HAPPY,
Biometrix - Navigate | No Copyright Music,9Zyb4YWVXlo,HAPPY,
Summer Was Fun & Laura Brehm - Prism | No Copyright Music,AthDWHqqVIY,HAPPY,
NEFFEX - Lose My Mind | No Copyright Music,3nDNaRYCzl4,HAPPY,
Jansku - Space | No Copyright Music,9jLeVkSoqQU,HAPPY,
Marin Hoxha - Happy Land | No Copyright Music,zuy1KAJLMmQ,HAPPY,t
Far Out - Worlds Apart | No Copyright Music,zJqXYgY6mgM,CHILL,t
FREE Cinematic Background Music For Videos No Copyright Music Free Download ncs,4wRPLoP-IHU,HAPPY,
[No copyright Music] Artificial Music - Transition   With Rain Sample from Kwazi,_d75tM3dDV4,HAPPY,
Cartoon - On & On (feat. Daniel Levi) NCS NO COPYRIGHT MUSIC,TAT6R5aFTRA,HAPPY,
Jim Yosef & Valentina Franco - Chasing Dreams | No Copyright Music,vnvChMOWa1U,CONFIDENT-SASSY,t
"[FREE] Blueface x YG Type Beat 2019 - ""Bag It Up"" | Blueface Instrumental / YG Instrumental",vus4gxF-YB0,CONFIDENT-SASSY,t
Far Out - Strangers | No Copyright Music,pMC-H8TaqGg,IN-LOVE,t
"Future x Offset Type Beat ""Going Strong"" 2017",sFC-ifRv2_g,CONFIDENT-SASSY,t
The FifthGuys & Coffeeshop - She Makes Me (ft. H3R∅) | No Copyright Music,s7-othbDyaA,IN-LOVE,t
Unlike Pluto - JOLT | No Copyright Music,rrNfr9r2OgA,ANGRY,t
[No copyright Music] Miza shuffle original mix,raSPpym_NvY,CONFIDENT-SASSY,t
Raiko - Revenger | No Copyright Music,qxNKRDQELHE,CONFIDENT-SASSY,t
NEFFEX - Play | No Copyright Music,nd8aggRWzSY,ANGRY,t
Young N Fly -  Champion,mgAnYctmCuA,CHILL,t
Julius Dreisig & Zeus X Crona - Invisible | No Copyright Music,j1WwUXHfGAg,CONFIDENT-SASSY,t
Whales & ggnoaa - Paranoia | No Copyright Music,m0xqu-iP9Ko,SAD,t
"*FREE* Metro Boomin x 21 Savage Type Beat - ""Survive"" | Prod.Kevinwose",khoEKr_j_Ww,CHILL,t
Rival - Traffic Light (ft. ORKID) | No Copyright Music,jl3ZBltBqlg,IN-LOVE,t
NEFFEX - Cold In The Water | No Copyright Music,jV0oS3Z3DQI,SAD,t
JVNA - Catch Me | No Copyright Music,gq0YAhdQ9xo,IN-LOVE,t
"""STATIC"" (Prod. B.EaZYbeats) - Beat Sounds Like Dave East",ggO4-xgRBBs,CHILL,t
Rival - Lately (ft. Conor Byrne) | No Copyright Music,fcwxUYyfMAY,IN-LOVE,t
Far Out - Truest Lies (feat. Karra) | No Copyright Music,f-p7NfEc3RQ,IN-LOVE,t
Rival & Cadmium - Just Breathe (feat. Jon Becker) | No Copyright Music,dFeciP_n1L8,CONFIDENT-SASSY,t
Sub Urban - Cradles | No Copyright Music,d17BzfQu14I,CHILL,t
(Free Download) Rich da Kid X Famous Dex Type Beat,btwF4HoTWGE,CHILL,t
Kodak Black x Don Q x Dave East Type Beat For My Haters (Produced By. MAR MASSACRE),bfeaZxYQ738,CONFIDENT-SASSY,t
Mikey -  Waste My Time,bAMS8D13O4Q,CONFIDENT-SASSY,t
Inukshuk -  We Were Infinite | No Copyright Music,aIMksYoBqS0,HAPPY,
No CopyRight Sounds NCS  Royalty Free Music,-MPiqI0Zi2g,HAPPY,
Drap911 - You got to work Reggae EDM MiX No Copyright Music NCS 2017,SF2KUrVYpcM,HAPPY,
NCS Gaming Mix 1 Hour Best Of No Copyright Sounds,UrDOw36zeVc,HAPPY,
NCS BEST free music without copyright free music no copyright music 69,Tz6iOqssgP0,HAPPY,
Anwar Amr - Stomps claps & Beatbox (Copyright Free Music),23UJCEArhV4,HAPPY,
Upbeat Day - (No Copyright) Uplifting and Happy Pop Background Music For Videos - by AShamaluevMusic,KhGRM_A6rXI,HAPPY,
